,Date,Overlap,variable,value
1648,2015-05-12,Acoustic,Whale,
1649,2015-05-13,Acoustic,Whale,
1650,2015-05-14,Acoustic,Whale,
1651,2015-05-15,Acoustic,Whale,
1652,2015-05-16,Acoustic,Whale,
1653,2015-05-17,Acoustic,Whale,
1654,2015-05-18,Acoustic,Whale,
1655,2015-05-19,Acoustic,Whale,
1656,2015-05-20,Acoustic,Whale,
1657,2015-05-21,Acoustic,Whale,
1658,2015-07-23,Whale,Whale,Whale
1659,2015-08-29,Whale,Whale,Whale
1660,2015-08-30,Whale,Whale,Whale
1661,2015-09-02,Whale,Whale,Whale
1662,2016-01-07,Whale,Whale,Whale
1663,2016-01-15,Whale,Whale,Whale
1664,2016-01-30,Whale,Whale,Whale
1665,2016-02-07,Whale,Whale,Whale
1666,2016-02-12,Whale,Whale,Whale
1667,2016-02-15,Acoustic,Whale,
1668,2016-02-16,Acoustic,Whale,
1669,2016-02-17,AcousticWhale,Whale,Whale
1670,2016-02-18,Acoustic,Whale,
1671,2016-02-19,AcousticWhale,Whale,Whale
1672,2016-02-20,Acoustic,Whale,
1673,2016-02-21,AcousticWhale,Whale,Whale
1674,2016-02-22,Acoustic,Whale,
1675,2016-02-23,Acoustic,Whale,
1676,2016-02-24,Acoustic,Whale,
1677,2016-02-25,Acoustic,Whale,
1678,2016-02-26,Acoustic,Whale,
1679,2016-02-27,AcousticWhale,Whale,Whale
1680,2016-02-28,Acoustic,Whale,
1681,2016-02-29,Acoustic,Whale,
1682,2016-03-01,AcousticWhale,Whale,Whale
1683,2016-03-02,Acoustic,Whale,
1684,2016-03-03,Acoustic,Whale,
1685,2016-03-04,AcousticWhale,Whale,Whale
1686,2016-03-05,Acoustic,Whale,
1687,2016-03-06,AcousticWhale,Whale,Whale
1688,2016-03-07,Acoustic,Whale,
1689,2016-03-08,AcousticWhaleZooplankton,Whale,Whale
1690,2016-03-09,Acoustic,Whale,
1691,2016-03-10,AcousticWhale,Whale,Whale
1692,2016-03-11,Acoustic,Whale,
1693,2016-03-12,Acoustic,Whale,
1694,2016-03-13,Acoustic,Whale,
1695,2016-03-14,Acoustic,Whale,
1696,2016-03-15,Acoustic,Whale,
1697,2016-03-16,Acoustic,Whale,
1698,2016-03-17,AcousticWhale,Whale,Whale
1699,2016-03-18,Acoustic,Whale,
1700,2016-03-19,AcousticWhale,Whale,Whale
1701,2016-03-20,Acoustic,Whale,
1702,2016-03-21,Acoustic,Whale,
1703,2016-03-22,Acoustic,Whale,
1704,2016-03-23,AcousticWhale,Whale,Whale
1705,2016-03-24,Acoustic,Whale,
1706,2016-03-25,Acoustic,Whale,
1707,2016-03-26,Acoustic,Whale,
1708,2016-03-27,AcousticWhale,Whale,Whale
1709,2016-03-28,Acoustic,Whale,
1710,2016-03-29,Acoustic,Whale,
1711,2016-03-30,AcousticWhaleZooplankton,Whale,Whale
1712,2016-03-31,Acoustic,Whale,
1713,2016-04-01,AcousticWhale,Whale,Whale
1714,2016-04-02,AcousticWhale,Whale,Whale
1715,2016-04-03,Acoustic,Whale,
1716,2016-04-04,Acoustic,Whale,
1717,2016-04-05,Acoustic,Whale,
1718,2016-04-06,AcousticWhaleZooplankton,Whale,Whale
1719,2016-04-07,Acoustic,Whale,
1720,2016-04-08,Acoustic,Whale,
1721,2016-04-09,AcousticWhaleZooplankton,Whale,Whale
1722,2016-04-10,Acoustic,Whale,
1723,2016-04-11,Acoustic,Whale,
1724,2016-04-12,Acoustic,Whale,
1725,2016-04-13,AcousticWhale,Whale,Whale
1726,2016-04-14,Acoustic,Whale,
1727,2016-04-15,Acoustic,Whale,
1728,2016-04-16,Acoustic,Whale,
1729,2016-04-17,AcousticWhale,Whale,Whale
1730,2016-04-18,AcousticWhaleZooplankton,Whale,Whale
1731,2016-04-19,AcousticWhale,Whale,Whale
1732,2016-04-20,Acoustic,Whale,
1733,2016-04-21,AcousticWhale,Whale,Whale
1734,2016-04-22,AcousticWhale,Whale,Whale
1735,2016-04-23,Acoustic,Whale,
1736,2016-04-24,Acoustic,Whale,
1737,2016-04-25,AcousticWhaleZooplankton,Whale,Whale
1738,2016-04-26,Acoustic,Whale,
1739,2016-04-27,AcousticWhaleZooplankton,Whale,Whale
1740,2016-04-28,AcousticWhale,Whale,Whale
1741,2016-04-29,AcousticWhaleZooplankton,Whale,Whale
1742,2016-04-30,AcousticWhale,Whale,Whale
1743,2016-05-01,Acoustic,Whale,
1744,2016-05-02,Acoustic,Whale,
1745,2016-05-03,Acoustic,Whale,
1746,2016-05-04,Acoustic,Whale,
1747,2016-05-05,Acoustic,Whale,
1748,2016-05-06,Acoustic,Whale,
1749,2016-05-07,Acoustic,Whale,
1750,2016-05-08,Acoustic,Whale,
1751,2016-05-09,Acoustic,Whale,
1752,2016-05-10,Acoustic,Whale,
1753,2016-05-11,Acoustic,Whale,
1754,2016-05-12,Acoustic,Whale,
1755,2016-05-13,Acoustic,Whale,
1756,2016-05-14,Acoustic,Whale,
1757,2016-05-15,Acoustic,Whale,
1758,2016-05-16,Acoustic,Whale,
1759,2016-05-17,Acoustic,Whale,
1760,2016-05-18,Acoustic,Whale,
1761,2016-05-19,Acoustic,Whale,
1762,2016-05-20,Acoustic,Whale,
1763,2016-05-21,Acoustic,Whale,
1764,2016-05-22,Acoustic,Whale,
1765,2016-05-23,Acoustic,Whale,
1766,2016-05-24,Acoustic,Whale,
1767,2016-05-25,Acoustic,Whale,
1768,2017-01-17,Whale,Whale,Whale
1769,2017-01-19,Whale,Whale,Whale
1770,2017-01-30,Whale,Whale,Whale
1771,2017-02-03,Whale,Whale,Whale
1772,2017-02-14,Whale,Whale,Whale
1773,2017-02-19,Whale,Whale,Whale
1774,2017-02-21,AcousticWhale,Whale,Whale
1775,2017-02-22,Acoustic,Whale,
1776,2017-02-23,AcousticWhale,Whale,Whale
1777,2017-02-24,AcousticWhale,Whale,Whale
1778,2017-02-25,Acoustic,Whale,
1779,2017-02-26,Acoustic,Whale,
1780,2017-02-27,Acoustic,Whale,
1781,2017-02-28,AcousticWhaleZooplankton,Whale,Whale
1782,2017-03-01,Acoustic,Whale,
1783,2017-03-02,Acoustic,Whale,
1784,2017-03-03,Acoustic,Whale,
1785,2017-03-04,Acoustic,Whale,
1786,2017-03-05,Acoustic,Whale,
1787,2017-03-06,AcousticWhale,Whale,Whale
1788,2017-03-07,Acoustic,Whale,
1789,2017-03-08,Acoustic,Whale,
1790,2017-03-09,Acoustic,Whale,
1791,2017-03-10,Acoustic,Whale,
1792,2017-03-11,Acoustic,Whale,
1793,2017-03-12,Acoustic,Whale,
1794,2017-03-13,Acoustic,Whale,
1795,2017-03-14,AcousticWhale,Whale,Whale
1796,2017-03-15,Acoustic,Whale,
1797,2017-03-16,Acoustic,Whale,
1798,2017-03-17,Acoustic,Whale,
1799,2017-03-18,AcousticWhaleZooplankton,Whale,Whale
1800,2017-03-19,Acoustic,Whale,
1801,2017-03-20,Acoustic,Whale,
1802,2017-03-21,AcousticWhale,Whale,Whale
1803,2017-03-22,Acoustic,Whale,
1804,2017-03-23,Acoustic,Whale,
1805,2017-03-24,Acoustic,Whale,
1806,2017-03-25,AcousticWhale,Whale,Whale
1807,2017-03-26,Acoustic,Whale,
1808,2017-03-27,Acoustic,Whale,
1809,2017-03-28,AcousticWhale,Whale,Whale
1810,2017-03-29,Acoustic,Whale,
1811,2017-03-30,Acoustic,Whale,
1812,2017-03-31,AcousticWhaleZooplankton,Whale,Whale
1813,2017-04-01,Acoustic,Whale,
1814,2017-04-02,Acoustic,Whale,
1815,2017-04-03,AcousticWhaleZooplankton,Whale,Whale
1816,2017-04-04,Acoustic,Whale,
1817,2017-04-05,Acoustic,Whale,
1818,2017-04-06,Acoustic,Whale,
1819,2017-04-07,Acoustic,Whale,
1820,2017-04-08,Acoustic,Whale,
1821,2017-04-09,AcousticWhaleZooplankton,Whale,Whale
1822,2017-04-10,Acoustic,Whale,
1823,2017-04-11,AcousticWhale,Whale,Whale
1824,2017-04-12,AcousticWhaleZooplankton,Whale,Whale
1825,2017-04-13,AcousticWhale,Whale,Whale
1826,2017-04-14,AcousticWhaleZooplankton,Whale,Whale
1827,2017-04-15,AcousticWhale,Whale,Whale
1828,2017-04-16,Acoustic,Whale,
1829,2017-04-17,AcousticWhale,Whale,Whale
1830,2017-04-18,AcousticWhaleZooplankton,Whale,Whale
1831,2017-04-19,AcousticWhale,Whale,Whale
1832,2017-04-20,AcousticWhale,Whale,Whale
1833,2017-04-21,Acoustic,Whale,
1834,2017-04-22,Acoustic,Whale,
1835,2017-04-23,AcousticWhale,Whale,Whale
1836,2017-04-24,AcousticWhale,Whale,Whale
1837,2017-04-25,Acoustic,Whale,
1838,2017-04-26,Acoustic,Whale,
1839,2017-04-27,AcousticWhale,Whale,Whale
1840,2017-04-28,Acoustic,Whale,
1841,2017-04-29,Acoustic,Whale,
1842,2017-04-30,AcousticWhale,Whale,Whale
1843,2017-05-01,AcousticWhale,Whale,Whale
1844,2017-05-02,Acoustic,Whale,
1845,2017-05-03,Acoustic,Whale,
1846,2017-05-04,AcousticWhaleZooplankton,Whale,Whale
1847,2017-05-05,Acoustic,Whale,
1848,2017-05-06,Acoustic,Whale,
1849,2017-05-07,Acoustic,Whale,
1850,2017-05-08,Acoustic,Whale,
1851,2017-05-09,AcousticZooplankton,Whale,
1852,2017-05-10,Acoustic,Whale,
1853,2017-05-11,Acoustic,Whale,
1854,2017-05-12,Acoustic,Whale,
1855,2017-05-13,Acoustic,Whale,
1856,2017-05-14,Acoustic,Whale,
1857,2017-05-15,Acoustic,Whale,
1858,2017-05-16,Acoustic,Whale,
1859,2017-12-24,Whale,Whale,Whale
1860,2018-01-16,Whale,Whale,Whale
1861,2018-01-19,Whale,Whale,Whale
1862,2018-02-06,Whale,Whale,Whale
1863,2018-02-13,AcousticWhale,Whale,Whale
1864,2018-02-14,Acoustic,Whale,
1865,2018-02-15,AcousticWhale,Whale,Whale
1866,2018-02-16,Acoustic,Whale,
1867,2018-02-17,AcousticWhale,Whale,Whale
1868,2018-02-18,Acoustic,Whale,
1869,2018-02-19,Acoustic,Whale,
1870,2018-02-20,Acoustic,Whale,
1871,2018-02-21,Acoustic,Whale,
1872,2018-02-22,Acoustic,Whale,
1873,2018-02-23,Acoustic,Whale,
1874,2018-02-24,AcousticWhaleZooplankton,Whale,Whale
1875,2018-02-25,Acoustic,Whale,
1876,2018-02-26,Acoustic,Whale,
1877,2018-02-27,AcousticWhale,Whale,Whale
1878,2018-02-28,Acoustic,Whale,
1879,2018-03-01,AcousticWhale,Whale,Whale
1880,2018-03-02,Acoustic,Whale,
1881,2018-03-03,Acoustic,Whale,
1882,2018-03-04,Acoustic,Whale,
1883,2018-03-05,Acoustic,Whale,
1884,2018-03-06,Acoustic,Whale,
1885,2018-03-07,Acoustic,Whale,
1886,2018-03-08,Acoustic,Whale,
1887,2018-03-09,Acoustic,Whale,
1888,2018-03-10,Acoustic,Whale,
1889,2018-03-11,Acoustic,Whale,
1890,2018-03-12,AcousticWhaleZooplankton,Whale,Whale
1891,2018-03-13,Acoustic,Whale,
1892,2018-03-14,Acoustic,Whale,
1893,2018-03-15,Acoustic,Whale,
1894,2018-03-16,Acoustic,Whale,
1895,2018-03-17,Acoustic,Whale,
1896,2018-03-18,Acoustic,Whale,
1897,2018-03-19,Acoustic,Whale,
1898,2018-03-20,AcousticWhaleZooplankton,Whale,Whale
1899,2018-03-21,Acoustic,Whale,
1900,2018-03-22,Acoustic,Whale,
1901,2018-03-23,Acoustic,Whale,
1902,2018-03-24,AcousticWhale,Whale,Whale
1903,2018-03-25,Acoustic,Whale,
1904,2018-03-26,Acoustic,Whale,
1905,2018-03-27,Acoustic,Whale,
1906,2018-03-28,AcousticWhaleZooplankton,Whale,Whale
1907,2018-03-29,AcousticWhale,Whale,Whale
1908,2018-03-30,Acoustic,Whale,
1909,2018-03-31,Acoustic,Whale,
1910,2018-04-01,Acoustic,Whale,
1911,2018-04-02,AcousticWhale,Whale,Whale
1912,2018-04-03,AcousticWhale,Whale,Whale
1913,2018-04-04,Acoustic,Whale,
1914,2018-04-05,Acoustic,Whale,
1915,2018-04-06,Acoustic,Whale,
1916,2018-04-07,Acoustic,Whale,
1917,2018-04-08,Acoustic,Whale,
1918,2018-04-09,Acoustic,Whale,
1919,2018-04-10,AcousticWhale,Whale,Whale
1920,2018-04-11,AcousticWhaleZooplankton,Whale,Whale
1921,2018-04-12,Acoustic,Whale,
1922,2018-04-13,AcousticWhaleZooplankton,Whale,Whale
1923,2018-04-14,Acoustic,Whale,
1924,2018-04-15,Acoustic,Whale,
1925,2018-04-16,Acoustic,Whale,
1926,2018-04-17,Acoustic,Whale,
1927,2018-04-18,Acoustic,Whale,
1928,2018-04-19,Acoustic,Whale,
1929,2018-04-20,Acoustic,Whale,
1930,2018-04-21,AcousticWhale,Whale,Whale
1931,2018-04-22,AcousticWhaleZooplankton,Whale,Whale
1932,2018-04-23,AcousticWhale,Whale,Whale
1933,2018-04-24,Acoustic,Whale,
1934,2018-04-25,Acoustic,Whale,
1935,2018-04-26,AcousticWhale,Whale,Whale
1936,2018-04-27,AcousticWhaleZooplankton,Whale,Whale
1937,2018-04-28,AcousticWhale,Whale,Whale
1938,2018-04-29,Acoustic,Whale,
1939,2018-04-30,AcousticWhaleZooplankton,Whale,Whale
1940,2018-05-01,AcousticWhale,Whale,Whale
1941,2018-05-02,Acoustic,Whale,
1942,2018-05-03,AcousticWhale,Whale,Whale
1943,2018-05-04,AcousticWhale,Whale,Whale
1944,2018-05-05,AcousticWhale,Whale,Whale
1945,2018-05-06,AcousticWhaleZooplankton,Whale,Whale
1946,2018-05-07,AcousticWhale,Whale,Whale
1947,2018-05-08,AcousticWhale,Whale,Whale
1948,2018-05-09,AcousticWhale,Whale,Whale
1949,2018-05-10,Acoustic,Whale,
1950,2018-05-11,Acoustic,Whale,
1951,2018-05-12,Acoustic,Whale,
1952,2018-05-13,AcousticWhale,Whale,Whale
1953,2018-05-14,Acoustic,Whale,
1954,2018-05-15,Acoustic,Whale,
1955,2018-05-16,Acoustic,Whale,
1956,2018-05-17,Acoustic,Whale,
1957,2018-05-18,Acoustic,Whale,
1958,2018-05-19,Acoustic,Whale,
1959,2018-05-20,Acoustic,Whale,
1960,2018-05-21,Acoustic,Whale,
1961,2018-05-22,Acoustic,Whale,
1962,2018-05-23,Acoustic,Whale,
1963,2018-05-24,Acoustic,Whale,
1964,2018-05-25,Acoustic,Whale,
1965,2018-05-26,Acoustic,Whale,
1966,2018-05-27,Acoustic,Whale,
1967,2018-05-28,Acoustic,Whale,
1968,2018-05-29,Acoustic,Whale,
1969,2018-05-30,Acoustic,Whale,
1970,2018-12-11,Whale,Whale,Whale
1971,2018-12-14,Whale,Whale,Whale
1972,2018-12-19,Whale,Whale,Whale
1973,2018-12-30,Whale,Whale,Whale
1974,2008-01-12,Whale,Zooplankton,
1975,2008-01-29,Whale,Zooplankton,
1976,2008-02-03,Whale,Zooplankton,
1977,2008-02-04,Whale,Zooplankton,
1978,2008-02-21,Whale,Zooplankton,
1979,2008-02-23,Acoustic,Zooplankton,
1980,2008-02-24,Acoustic,Zooplankton,
1981,2008-02-25,AcousticWhale,Zooplankton,
1982,2008-02-26,Acoustic,Zooplankton,
1983,2008-02-27,Acoustic,Zooplankton,
1984,2008-02-28,Acoustic,Zooplankton,
1985,2008-02-29,AcousticWhale,Zooplankton,
1986,2008-03-01,Acoustic,Zooplankton,
1987,2008-03-02,Acoustic,Zooplankton,
1988,2008-03-03,Acoustic,Zooplankton,
1989,2008-03-04,Acoustic,Zooplankton,
1990,2008-03-05,Acoustic,Zooplankton,
1991,2008-03-06,AcousticWhale,Zooplankton,
1992,2008-03-07,AcousticWhale,Zooplankton,
1993,2008-03-08,Acoustic,Zooplankton,
1994,2008-03-09,Acoustic,Zooplankton,
1995,2008-03-10,Acoustic,Zooplankton,
1996,2008-03-11,AcousticWhale,Zooplankton,
1997,2008-03-12,Acoustic,Zooplankton,
1998,2008-03-13,Acoustic,Zooplankton,
1999,2008-03-14,AcousticWhale,Zooplankton,
2000,2008-03-15,Acoustic,Zooplankton,
2001,2008-03-16,Acoustic,Zooplankton,
2002,2008-03-17,Acoustic,Zooplankton,
2003,2008-03-18,AcousticWhale,Zooplankton,
2004,2008-03-19,Acoustic,Zooplankton,
2005,2008-03-20,Acoustic,Zooplankton,
2006,2008-03-21,Acoustic,Zooplankton,
2007,2008-03-22,Acoustic,Zooplankton,
2008,2008-03-23,Acoustic,Zooplankton,
2009,2008-03-24,AcousticWhale,Zooplankton,
2010,2008-03-25,Acoustic,Zooplankton,
2011,2008-03-26,Acoustic,Zooplankton,
2012,2008-03-27,AcousticWhale,Zooplankton,
2013,2008-03-28,Acoustic,Zooplankton,
2014,2008-03-29,Acoustic,Zooplankton,
2015,2008-03-30,Acoustic,Zooplankton,
2016,2008-03-31,Acoustic,Zooplankton,
2017,2008-04-01,Acoustic,Zooplankton,
2018,2008-04-02,Acoustic,Zooplankton,
2019,2008-04-03,Acoustic,Zooplankton,
2020,2008-04-04,Acoustic,Zooplankton,
2021,2008-04-05,Acoustic,Zooplankton,
2022,2008-04-06,Acoustic,Zooplankton,
2023,2008-04-07,Acoustic,Zooplankton,
2024,2008-04-08,AcousticWhale,Zooplankton,
2025,2008-04-09,AcousticWhale,Zooplankton,
2026,2008-04-10,AcousticWhale,Zooplankton,
2027,2008-04-11,AcousticWhale,Zooplankton,
2028,2008-04-12,Acoustic,Zooplankton,
2029,2008-04-13,Acoustic,Zooplankton,
2030,2008-04-14,AcousticWhale,Zooplankton,
2031,2008-04-15,AcousticWhale,Zooplankton,
2032,2008-04-16,Acoustic,Zooplankton,
2033,2008-04-17,Acoustic,Zooplankton,
2034,2008-04-18,Acoustic,Zooplankton,
2035,2008-04-19,AcousticWhale,Zooplankton,
2036,2008-04-20,AcousticWhale,Zooplankton,
2037,2008-04-21,AcousticWhale,Zooplankton,
2038,2008-04-22,Acoustic,Zooplankton,
2039,2008-04-23,AcousticWhale,Zooplankton,
2040,2008-04-24,Acoustic,Zooplankton,
2041,2008-04-25,AcousticWhale,Zooplankton,
2042,2008-04-26,AcousticWhale,Zooplankton,
2043,2008-04-27,AcousticWhale,Zooplankton,
2044,2008-04-28,AcousticWhale,Zooplankton,
2045,2008-04-29,Acoustic,Zooplankton,
2046,2008-04-30,Acoustic,Zooplankton,
2047,2008-05-01,AcousticWhale,Zooplankton,
2048,2008-05-02,Acoustic,Zooplankton,
2049,2008-05-03,Acoustic,Zooplankton,
2050,2008-05-04,Acoustic,Zooplankton,
2051,2008-05-05,Acoustic,Zooplankton,
2052,2008-05-06,Acoustic,Zooplankton,
2053,2008-05-07,Acoustic,Zooplankton,
2054,2008-05-08,Acoustic,Zooplankton,
2055,2008-05-09,Acoustic,Zooplankton,
2056,2008-05-10,Acoustic,Zooplankton,
2057,2008-05-11,Acoustic,Zooplankton,
2058,2008-05-12,Acoustic,Zooplankton,
2059,2008-05-13,Acoustic,Zooplankton,
2060,2008-05-14,Acoustic,Zooplankton,
2061,2008-05-15,AcousticWhale,Zooplankton,
2062,2008-05-16,Acoustic,Zooplankton,
2063,2008-05-17,Acoustic,Zooplankton,
2064,2008-05-18,Acoustic,Zooplankton,
2065,2008-05-19,Acoustic,Zooplankton,
2066,2008-05-20,Acoustic,Zooplankton,
2067,2009-01-26,Whale,Zooplankton,
2068,2009-01-30,Whale,Zooplankton,
2069,2009-02-02,Whale,Zooplankton,
2070,2009-02-11,Whale,Zooplankton,
2071,2009-02-16,Whale,Zooplankton,
2072,2009-02-17,Acoustic,Zooplankton,
2073,2009-02-18,AcousticWhale,Zooplankton,
2074,2009-02-19,Acoustic,Zooplankton,
2075,2009-02-20,Acoustic,Zooplankton,
2076,2009-02-21,Acoustic,Zooplankton,
2077,2009-02-22,AcousticWhale,Zooplankton,
2078,2009-02-23,Acoustic,Zooplankton,
2079,2009-02-24,Acoustic,Zooplankton,
2080,2009-02-25,AcousticWhale,Zooplankton,
2081,2009-02-26,AcousticWhale,Zooplankton,
2082,2009-02-27,Acoustic,Zooplankton,
2083,2009-02-28,Acoustic,Zooplankton,
2084,2009-03-01,Acoustic,Zooplankton,
2085,2009-03-02,Acoustic,Zooplankton,
2086,2009-03-03,Acoustic,Zooplankton,
2087,2009-03-04,Acoustic,Zooplankton,
2088,2009-03-05,Acoustic,Zooplankton,
2089,2009-03-06,Acoustic,Zooplankton,
2090,2009-03-07,Acoustic,Zooplankton,
2091,2009-03-08,Acoustic,Zooplankton,
2092,2009-03-09,Acoustic,Zooplankton,
2093,2009-03-10,AcousticWhale,Zooplankton,
2094,2009-03-11,Acoustic,Zooplankton,
2095,2009-03-12,Acoustic,Zooplankton,
2096,2009-03-13,Acoustic,Zooplankton,
2097,2009-03-14,AcousticWhale,Zooplankton,
2098,2009-03-15,AcousticWhale,Zooplankton,
2099,2009-03-16,Acoustic,Zooplankton,
2100,2009-03-17,AcousticWhale,Zooplankton,
2101,2009-03-18,Acoustic,Zooplankton,
2102,2009-03-19,Acoustic,Zooplankton,
2103,2009-03-20,Acoustic,Zooplankton,
2104,2009-03-21,Acoustic,Zooplankton,
2105,2009-03-22,Acoustic,Zooplankton,
2106,2009-03-23,Acoustic,Zooplankton,
2107,2009-03-24,Acoustic,Zooplankton,
2108,2009-03-25,Acoustic,Zooplankton,
2109,2009-03-26,AcousticWhale,Zooplankton,
2110,2009-03-27,Acoustic,Zooplankton,
2111,2009-03-28,Acoustic,Zooplankton,
2112,2009-03-29,Acoustic,Zooplankton,
2113,2009-03-30,Acoustic,Zooplankton,
2114,2009-03-31,Acoustic,Zooplankton,
2115,2009-04-01,AcousticWhale,Zooplankton,
2116,2009-04-02,Acoustic,Zooplankton,
2117,2009-04-03,Acoustic,Zooplankton,
2118,2009-04-04,Acoustic,Zooplankton,
2119,2009-04-05,Acoustic,Zooplankton,
2120,2009-04-06,Acoustic,Zooplankton,
2121,2009-04-07,Acoustic,Zooplankton,
2122,2009-04-08,Acoustic,Zooplankton,
2123,2009-04-09,AcousticWhale,Zooplankton,
2124,2009-04-10,AcousticWhale,Zooplankton,
2125,2009-04-11,Acoustic,Zooplankton,
2126,2009-04-12,Acoustic,Zooplankton,
2127,2009-04-13,Acoustic,Zooplankton,
2128,2009-04-14,AcousticWhale,Zooplankton,
2129,2009-04-15,Acoustic,Zooplankton,
2130,2009-04-16,Acoustic,Zooplankton,
2131,2009-04-17,AcousticWhale,Zooplankton,
2132,2009-04-18,AcousticWhale,Zooplankton,
2133,2009-04-19,Acoustic,Zooplankton,
2134,2009-04-20,Acoustic,Zooplankton,
2135,2009-04-21,Acoustic,Zooplankton,
2136,2009-04-22,Acoustic,Zooplankton,
2137,2009-04-23,Acoustic,Zooplankton,
2138,2009-04-24,AcousticWhale,Zooplankton,
2139,2009-04-25,AcousticWhale,Zooplankton,
2140,2009-04-26,AcousticWhale,Zooplankton,
2141,2009-04-27,AcousticWhale,Zooplankton,
2142,2009-04-28,Acoustic,Zooplankton,
2143,2009-04-29,Acoustic,Zooplankton,
2144,2009-04-30,AcousticWhale,Zooplankton,
2145,2009-05-01,Acoustic,Zooplankton,
2146,2009-05-02,Acoustic,Zooplankton,
2147,2009-05-03,Acoustic,Zooplankton,
2148,2009-05-04,AcousticWhale,Zooplankton,
2149,2009-05-05,Acoustic,Zooplankton,
2150,2009-05-06,Acoustic,Zooplankton,
2151,2009-05-07,Acoustic,Zooplankton,
2152,2009-05-08,Acoustic,Zooplankton,
2153,2009-05-09,Acoustic,Zooplankton,
2154,2009-05-10,Acoustic,Zooplankton,
2155,2009-05-11,Acoustic,Zooplankton,
2156,2009-05-12,Acoustic,Zooplankton,
2157,2009-05-13,Acoustic,Zooplankton,
2158,2009-05-14,Acoustic,Zooplankton,
2159,2009-05-15,Acoustic,Zooplankton,
2160,2009-05-16,Acoustic,Zooplankton,
2161,2009-09-26,Whale,Zooplankton,
2162,2010-01-28,Whale,Zooplankton,
2163,2010-02-02,Whale,Zooplankton,
2164,2010-02-03,Whale,Zooplankton,
2165,2010-02-13,Whale,Zooplankton,
2166,2010-02-22,Whale,Zooplankton,
2167,2010-02-28,Whale,Zooplankton,
2168,2010-03-02,Whale,Zooplankton,
2169,2010-03-07,Whale,Zooplankton,
2170,2010-03-08,Acoustic,Zooplankton,
2171,2010-03-09,Acoustic,Zooplankton,
2172,2010-03-10,Acoustic,Zooplankton,
2173,2010-03-11,Acoustic,Zooplankton,
2174,2010-03-12,AcousticWhale,Zooplankton,
2175,2010-03-13,Acoustic,Zooplankton,
2176,2010-03-14,Acoustic,Zooplankton,
2177,2010-03-15,Acoustic,Zooplankton,
2178,2010-03-16,Acoustic,Zooplankton,
2179,2010-03-17,AcousticWhale,Zooplankton,
2180,2010-03-18,Acoustic,Zooplankton,
2181,2010-03-19,AcousticWhale,Zooplankton,
2182,2010-03-20,Acoustic,Zooplankton,
2183,2010-03-21,AcousticWhale,Zooplankton,
2184,2010-03-22,Acoustic,Zooplankton,
2185,2010-03-23,Acoustic,Zooplankton,
2186,2010-03-24,Acoustic,Zooplankton,
2187,2010-03-25,AcousticWhale,Zooplankton,
2188,2010-03-26,Acoustic,Zooplankton,
2189,2010-03-27,Acoustic,Zooplankton,
2190,2010-03-28,AcousticWhale,Zooplankton,
2191,2010-03-29,Acoustic,Zooplankton,
2192,2010-03-30,Acoustic,Zooplankton,
2193,2010-03-31,Acoustic,Zooplankton,
2194,2010-04-01,AcousticWhale,Zooplankton,
2195,2010-04-02,AcousticWhale,Zooplankton,
2196,2010-04-03,AcousticWhale,Zooplankton,
2197,2010-04-04,AcousticWhale,Zooplankton,
2198,2010-04-05,AcousticWhale,Zooplankton,
2199,2010-04-06,AcousticWhale,Zooplankton,
2200,2010-04-07,Acoustic,Zooplankton,
2201,2010-04-08,AcousticWhale,Zooplankton,
2202,2010-04-09,Acoustic,Zooplankton,
2203,2010-04-10,AcousticWhale,Zooplankton,
2204,2010-04-11,Acoustic,Zooplankton,
2205,2010-04-12,AcousticWhale,Zooplankton,
2206,2010-04-13,AcousticWhale,Zooplankton,
2207,2010-04-14,AcousticWhale,Zooplankton,
2208,2010-04-15,Acoustic,Zooplankton,
2209,2010-04-16,Acoustic,Zooplankton,
2210,2010-04-17,Acoustic,Zooplankton,
2211,2010-04-18,AcousticWhale,Zooplankton,
2212,2010-04-19,Acoustic,Zooplankton,
2213,2010-04-20,AcousticWhale,Zooplankton,
2214,2010-04-21,Acoustic,Zooplankton,
2215,2010-04-22,Acoustic,Zooplankton,
2216,2010-04-23,Acoustic,Zooplankton,
2217,2010-04-24,Acoustic,Zooplankton,
2218,2010-04-25,Acoustic,Zooplankton,
2219,2010-04-26,Acoustic,Zooplankton,
2220,2010-04-27,Acoustic,Zooplankton,
2221,2010-04-28,Acoustic,Zooplankton,
2222,2010-04-29,Acoustic,Zooplankton,
2223,2010-04-30,Acoustic,Zooplankton,
2224,2010-05-01,Acoustic,Zooplankton,
2225,2010-05-02,Acoustic,Zooplankton,
2226,2010-05-03,Acoustic,Zooplankton,
2227,2010-05-04,Acoustic,Zooplankton,
2228,2010-05-05,Acoustic,Zooplankton,
2229,2011-01-06,Whale,Zooplankton,
2230,2011-01-17,Whale,Zooplankton,
2231,2011-01-22,Whale,Zooplankton,
2232,2011-01-28,Whale,Zooplankton,
2233,2011-01-29,Whale,Zooplankton,
2234,2011-02-07,Whale,Zooplankton,
2235,2011-02-17,AcousticWhaleZooplankton,Zooplankton,Zooplankton
2236,2011-02-18,Acoustic,Zooplankton,
2237,2011-02-19,Acoustic,Zooplankton,
2238,2011-02-20,Acoustic,Zooplankton,
2239,2011-02-21,Acoustic,Zooplankton,
2240,2011-02-22,Acoustic,Zooplankton,
